out_frame,src_frame,loop,brightness_gain,brightness_bias,noise_sigma,gaussian_blur,motion_blur,shake_dx,shake_dy,target_occluders,distractor_people,blue_distractors,protected_waypoint_window
901,848,1,0.9617,4.19,8.62,0,0,0.50,1.39,0,1,0,0
902,847,1,0.9359,6.47,8.62,0,0,-0.49,4.41,0,1,0,0
903,846,1,0.9766,7.28,8.62,0,0,3.55,-3.47,0,1,0,0
904,845,1,0.9607,6.44,8.62,0,0,1.84,0.93,0,1,0,0
905,844,1,0.9610,7.77,8.62,0,0,-2.24,0.02,1,1,0,0
906,843,1,0.9549,4.11,8.62,0,0,2.61,-0.83,1,1,0,0
907,842,1,0.9606,5.73,8.62,0,0,1.08,-0.06,1,1,0,0
908,841,1,0.9694,6.99,8.62,0,0,-2.28,-0.86,1,1,0,0
909,840,1,0.9599,6.19,8.62,0,0,0.87,-1.90,1,1,0,0
910,839,1,0.9718,7.41,8.62,0,0,-0.99,0.39,1,1,0,0
911,838,1,0.9708,7.41,8.62,0,0,-0.06,-2.25,0,1,0,0
912,837,1,0.9516,6.33,8.62,0,0,1.11,1.39,0,1,0,0
913,836,1,0.9616,6.75,8.62,0,0,5.51,0.22,0,1,0,0
914,835,1,0.9534,7.17,8.62,0,0,1.01,-2.71,0,0,0,0
915,834,1,0.9771,7.20,8.62,0,0,-3.58,-3.29,0,0,0,0
916,833,1,0.9757,8.32,8.62,0,0,0.24,1.84,0,0,0,0
917,832,1,0.9863,6.92,8.62,0,0,0.08,0.85,0,0,0,0
918,831,1,0.9881,4.22,8.62,0,0,0.15,0.93,0,0,0,0
919,830,1,0.9646,6.99,8.62,0,0,-0.34,-4.92,0,0,0,0
920,829,1,0.9768,6.50,8.62,0,0,-1.00,-4.99,0,0,0,0
921,828,1,0.9890,6.78,8.62,0,0,0.03,-1.60,0,0,0,0
922,827,1,0.9869,5.64,8.62,0,0,-3.54,1.84,0,0,0,0
923,826,1,0.9834,7.68,8.62,0,0,-0.93,0.56,1,0,0,0
924,825,1,0.9792,9.60,8.62,0,0,2.18,-1.37,1,0,0,0
925,824,1,0.9973,7.62,8.62,0,0,0.99,0.95,1,0,0,0
926,823,1,1.0109,7.34,8.62,0,0,2.54,-0.21,1,0,0,0
927,822,1,0.9893,6.99,8.62,0,0,-0.06,1.62,1,0,0,0
928,821,1,0.9855,7.67,8.62,0,0,-0.20,1.34,0,0,0,0
929,820,1,0.9891,9.68,8.62,0,0,2.41,1.78,0,0,0,0
930,819,1,1.0116,7.52,8.62,0,0,-1.32,1.63,0,0,0,0
931,818,1,0.9998,7.10,8.62,0,0,1.18,2.07,0,0,0,0
932,817,1,1.0103,5.83,8.62,0,0,2.57,-1.71,0,0,0,0
933,816,1,1.0032,7.39,8.62,0,0,-5.58,-1.56,0,0,0,0
934,815,1,1.0052,7.96,8.62,0,0,-2.40,0.27,0,0,0,0
935,814,1,1.0274,9.19,8.62,0,0,-0.70,-1.22,0,0,0,0
936,813,1,0.9820,5.69,8.62,0,0,-7.99,0.87,0,0,0,0
937,812,1,1.0205,7.03,8.62,0,0,-6.22,1.20,0,0,0,0
938,811,1,1.0057,6.97,8.62,0,0,-2.09,-0.29,0,0,0,0
939,810,1,1.0076,6.50,8.62,0,0,-3.85,3.05,0,0,0,0
940,809,1,1.0062,5.20,8.62,0,0,2.40,1.97,1,1,0,0
941,808,1,1.0164,7.26,8.62,0,0,2.58,-0.81,1,1,0,0
942,807,1,1.0359,7.87,8.62,0,0,-3.16,1.56,1,1,0,0
943,806,1,1.0168,6.56,8.62,0,0,3.24,0.97,1,1,0,0
944,805,1,1.0231,4.59,8.62,0,0,-2.35,0.30,1,1,0,0
945,804,1,1.0137,7.42,8.62,0,0,-0.78,0.49,0,1,0,0
946,803,1,1.0350,8.87,8.62,0,0,-2.05,-2.34,0,1,0,0
947,802,1,1.0119,8.96,8.62,0,0,0.68,-1.18,0,1,0,0
948,801,1,1.0068,4.56,8.62,0,0,-1.10,-5.26,0,1,0,0
949,800,1,1.0163,8.13,8.62,0,0,-5.00,-1.95,0,1,0,0
950,799,1,1.0372,7.20,8.62,5,0,-0.40,-1.03,0,1,0,0
951,798,1,1.0251,5.95,8.62,5,0,2.28,-1.10,0,1,0,0
952,797,1,1.0178,9.37,8.62,5,0,1.69,-2.54,0,1,0,0
953,796,1,1.0360,5.46,8.62,5,0,-2.84,1.56,0,1,0,0
954,795,1,1.0417,7.35,8.62,5,0,-3.80,1.61,0,1,0,0
955,794,1,1.0452,8.49,8.62,5,0,-1.98,-1.69,0,1,0,0
956,793,1,1.0362,6.98,8.62,5,0,-3.71,-1.71,0,1,0,0
957,792,1,1.0599,10.22,8.62,5,0,-3.17,0.24,1,1,0,0
958,791,1,1.0442,7.63,8.62,5,0,-0.87,1.00,1,1,0,0
959,790,1,1.0550,7.27,8.62,5,0,-0.72,-4.16,1,1,0,0
960,789,1,1.0326,8.07,8.62,5,0,-2.70,-1.42,1,1,0,0
961,788,1,1.0459,8.31,8.62,5,0,1.25,4.07,1,0,0,0
962,787,1,1.0372,7.37,8.62,5,0,-5.33,0.06,0,0,0,0
963,786,1,1.0485,8.09,8.62,5,0,-0.07,1.15,0,0,0,0
964,785,1,1.0478,5.31,8.62,5,0,-2.69,1.86,0,0,0,0
965,784,1,1.0430,5.51,8.62,5,0,-1.22,0.72,0,0,0,0
966,783,1,1.0712,8.40,8.62,5,0,3.58,-2.28,0,0,0,0
967,782,1,1.0529,8.23,8.62,5,0,-0.87,2.49,0,0,0,0
968,781,1,1.0626,5.56,8.62,5,0,-0.26,0.80,0,0,0,0
969,780,1,1.0761,6.53,8.62,5,0,-0.75,-1.16,0,0,0,0
970,779,1,1.0418,7.69,8.62,5,0,-2.16,0.03,0,0,0,0
971,778,1,1.0486,8.61,8.62,5,0,1.71,-0.01,0,0,0,0
972,777,1,1.0620,8.48,8.62,5,0,-1.25,-2.50,0,0,0,0
973,776,1,1.0662,5.83,8.62,5,0,0.00,0.15,0,0,0,0
974,775,1,1.0641,8.34,8.62,5,0,-0.98,-0.87,1,0,0,0
975,774,1,1.0512,7.49,8.62,5,0,3.58,-0.76,1,0,0,0
976,773,1,1.0684,8.39,8.62,5,0,-2.06,-0.94,1,0,0,0
977,772,1,1.0601,7.71,8.62,5,0,-2.00,0.99,1,0,0,0
978,771,1,1.0530,6.70,8.62,5,0,-0.33,-2.41,1,0,0,0
979,770,1,1.0654,8.96,8.62,5,0,0.87,1.93,0,0,0,0
980,769,1,1.0668,7.01,8.62,5,0,1.78,0.67,0,0,0,0
981,768,1,1.0610,6.77,8.62,5,0,-5.02,0.57,0,0,0,0
982,767,1,1.0376,7.98,8.62,5,0,1.24,-0.36,0,0,0,0
983,766,1,1.0566,7.80,8.62,5,0,1.56,-4.67,0,0,0,0
984,765,1,1.0567,6.87,8.62,0,0,-0.01,-2.11,0,0,0,0
985,764,1,1.0495,4.52,8.62,0,0,-2.65,1.36,0,0,0,0
986,763,1,1.0535,4.27,8.62,0,0,-1.20,1.43,0,0,0,0
987,762,1,1.0710,6.97,8.62,0,0,-2.94,2.31,0,1,0,0
988,761,1,1.0677,7.38,8.62,0,0,-1.65,-1.14,0,1,0,0
989,760,1,1.0622,8.82,8.62,0,0,-0.22,4.33,0,1,0,0
990,759,1,1.0572,7.61,8.62,0,0,-0.44,2.37,0,1,0,0
991,758,1,1.0745,7.34,8.62,0,0,-0.09,4.27,1,1,0,0
992,757,1,1.0690,4.87,8.62,0,0,4.10,-0.90,1,1,0,0
993,756,1,1.0766,9.25,8.62,0,0,5.66,2.51,1,1,0,0
994,755,1,1.0802,8.59,8.62,0,0,-2.05,-2.29,1,1,0,0
995,754,1,1.0708,5.87,8.62,0,0,-4.03,0.05,1,1,0,0
996,753,1,1.0625,4.94,8.62,0,0,1.74,0.11,0,1,0,0
997,752,1,1.0567,6.56,8.62,0,0,1.15,1.18,0,1,0,0
998,751,1,1.0644,8.10,8.62,0,0,4.62,2.90,0,1,0,0
999,750,1,1.0517,5.62,8.62,0,0,-0.35,-0.92,0,1,0,0
1000,749,1,1.0697,5.22,8.62,0,0,4.57,-2.15,0,1,0,0
1001,748,1,1.0506,6.98,8.62,0,0,-0.20,1.36,0,1,0,0
1002,747,1,1.0532,6.62,8.62,0,0,3.96,2.05,0,1,0,0
1003,746,1,1.0758,5.65,8.62,0,0,1.25,-3.04,0,1,0,0
1004,745,1,1.0490,7.48,8.62,0,0,0.85,0.32,0,1,0,0
1005,744,1,1.0583,6.74,8.62,0,0,0.76,0.68,0,1,0,0
1006,743,1,1.0665,4.92,8.62,0,0,-3.66,-1.97,0,1,0,0
1007,742,1,1.0456,4.03,8.62,0,0,-0.63,0.79,0,1,0,0
1008,741,1,1.0478,4.79,8.62,0,0,-0.99,-0.33,1,0,0,0
1009,740,1,1.0404,5.06,8.62,0,0,-6.48,-3.26,1,0,0,0
1010,739,1,1.0514,7.01,8.62,0,0,-1.91,0.31,1,0,0,0
1011,738,1,1.0422,6.01,8.62,0,0,0.45,-0.89,1,0,0,0
1012,737,1,1.0675,7.68,8.62,0,0,-2.22,1.77,1,0,0,0
1013,736,1,1.0603,4.34,8.62,0,0,2.78,-1.94,1,0,0,0
1014,735,1,1.0584,5.29,8.62,0,0,-0.51,-4.00,0,0,0,0
1015,734,1,1.0547,5.73,8.62,0,0,0.51,-0.75,0,0,0,0
1016,733,1,1.0417,3.11,8.62,0,0,0.06,-0.36,0,0,0,0
1017,732,1,1.0479,4.95,8.62,0,0,3.68,-0.54,0,0,0,0
1018,731,1,1.0532,5.84,8.62,0,0,0.56,-0.87,0,0,0,0
1019,730,1,1.0402,9.44,8.62,0,0,0.53,2.23,0,0,0,0
1020,729,1,1.0288,6.21,8.62,0,0,2.35,2.29,0,0,0,0
1021,728,1,1.0430,6.11,8.62,0,0,0.43,0.56,0,0,0,0
1022,727,1,1.0209,3.49,8.62,0,0,-1.20,-1.02,0,0,0,0
1023,726,1,1.0350,3.99,8.62,0,0,-1.66,-1.25,0,0,0,0
1024,725,1,1.0273,1.56,8.62,0,0,0.80,1.22,0,0,0,0
1025,724,1,1.0378,3.61,8.62,0,0,1.27,-1.55,1,0,0,0
1026,723,1,1.0442,4.75,8.62,0,0,-3.21,-0.75,1,0,0,0
1027,722,1,1.0342,5.44,8.62,0,0,2.75,-0.31,1,0,0,0
1028,721,1,1.0366,3.64,8.62,0,0,-1.36,0.64,1,0,0,0
1029,720,1,1.0441,4.52,8.62,0,0,-1.19,-1.28,1,0,0,0
1030,719,1,1.0260,4.25,8.62,0,0,4.07,-0.41,1,0,0,0
1031,718,1,1.0252,4.73,8.62,0,0,-6.31,-1.59,0,0,0,0
1032,717,1,1.0340,6.28,8.62,0,0,-0.79,3.15,0,0,0,0
1033,716,1,1.0177,5.83,8.62,0,0,4.89,-0.66,0,0,0,0
1034,715,1,1.0327,4.69,8.62,0,0,1.80,4.09,0,1,0,0
1035,714,1,1.0197,4.19,8.62,0,0,-3.76,1.41,0,1,0,0
1036,713,1,1.0143,4.83,8.62,0,0,1.42,0.44,0,1,0,0
1037,712,1,1.0161,4.51,8.62,0,0,0.04,1.72,0,1,0,0
1038,711,1,1.0295,5.42,8.62,0,0,3.21,-3.14,0,1,0,0
1039,710,1,0.9993,0.56,8.62,0,0,2.29,1.43,0,1,0,0
1040,709,1,1.0188,3.20,8.62,0,0,-1.02,0.25,0,1,0,0
1041,708,1,1.0178,4.33,8.62,0,0,-3.81,0.29,0,1,0,0
1042,707,1,1.0110,5.43,8.62,0,0,-1.68,4.27,0,1,0,0
1043,706,1,1.0127,3.14,8.62,0,0,-1.85,0.08,1,1,0,0
1044,705,1,1.0108,1.31,8.62,0,0,0.30,-2.77,1,1,0,0
1045,704,1,1.0015,4.28,8.62,5,0,-5.59,0.29,1,1,0,0
1046,703,1,1.0128,1.76,8.62,5,0,-2.42,4.42,1,1,0,0
1047,702,1,1.0107,0.33,8.62,5,0,-2.14,-0.06,1,1,0,0
1048,701,1,1.0097,3.51,8.62,5,0,0.20,-4.93,0,1,0,0
1049,700,1,0.9915,2.11,8.62,5,0,-1.35,1.69,0,1,0,0
1050,699,1,0.9879,1.94,8.62,5,0,-2.33,-0.91,0,1,0,0
1051,698,1,0.9752,3.22,8.62,5,0,0.59,-2.57,0,1,0,0
1052,697,1,0.9788,2.98,8.62,5,0,-3.07,0.13,0,1,0,0
1053,696,1,0.9741,1.73,8.62,5,0,2.06,0.73,0,1,0,0
1054,695,1,0.9991,-0.54,8.62,5,0,-2.18,-1.12,0,1,0,0
1055,694,1,0.9916,1.36,8.62,5,0,-6.81,0.24,0,0,0,0
1056,693,1,0.9710,3.59,8.62,5,0,0.20,0.50,0,0,0,0
1057,692,1,0.9689,1.11,8.62,5,0,-1.86,-1.13,0,0,0,0
1058,691,1,0.9716,1.14,8.62,5,0,-1.08,2.59,0,0,0,0
1059,690,1,0.9816,3.57,8.62,5,0,-0.95,3.27,0,0,0,0
1060,689,1,0.9686,0.57,8.62,5,0,-4.27,-0.85,1,0,0,0
1061,688,1,0.9774,1.30,8.62,5,0,1.47,-3.79,1,0,0,0
1062,687,1,0.9755,0.91,8.62,5,0,2.21,0.01,1,0,0,0
1063,686,1,0.9661,3.30,8.62,5,0,2.21,-3.66,1,0,0,0
1064,685,1,0.9765,0.75,8.62,5,0,1.25,1.40,1,0,0,0
1065,684,1,0.9785,1.67,8.62,5,0,1.60,-0.26,0,0,0,0
1066,683,1,0.9625,1.29,8.62,5,0,-0.69,-1.32,0,0,0,0
1067,682,1,0.9632,2.26,8.62,5,0,-4.37,-1.22,0,0,0,0
1068,681,1,0.9760,0.34,8.62,5,0,-5.07,-0.88,0,0,0,0
1069,680,1,0.9630,1.13,8.62,5,0,-2.54,-0.85,0,0,0,0
1070,679,1,0.9693,-0.27,8.62,5,0,3.40,-2.62,0,0,0,0
1071,678,1,0.9568,-0.52,8.62,5,0,-1.73,-0.79,0,0,0,0
1072,677,1,0.9419,1.99,8.62,5,0,-2.64,4.20,0,0,0,0
1073,676,1,0.9470,-0.33,8.62,5,0,3.46,-3.10,0,0,0,0
1074,675,1,0.9557,-1.26,8.62,5,0,-1.08,1.21,0,0,0,0
1075,674,1,0.9359,0.19,8.62,5,0,1.86,0.63,0,0,0,0
1076,673,1,0.9558,0.47,8.62,5,0,0.22,1.17,0,0,0,0
1077,672,1,0.9263,-0.30,8.62,5,0,-4.54,2.73,1,0,0,0
1078,671,1,0.9526,0.35,8.62,5,0,2.02,1.39,1,0,0,0
1079,670,1,0.9477,1.30,8.62,0,0,-4.55,2.06,1,0,0,0
1080,669,1,0.9413,-2.35,8.62,0,0,1.57,-3.22,1,0,0,0
1081,668,1,0.9353,-0.07,8.62,0,0,-0.10,1.98,1,1,0,0
1082,667,1,0.9476,-0.13,8.62,0,0,0.89,-1.91,0,1,0,0
1083,666,1,0.9352,-2.79,8.62,0,0,-4.58,-1.04,0,1,0,0
1084,665,1,0.9296,2.08,8.62,0,0,-3.39,2.50,0,1,0,0
1085,664,1,0.9341,-1.91,8.62,0,0,-3.01,-1.11,0,1,0,0
1086,663,1,0.9379,-0.24,8.62,0,0,0.52,0.96,0,1,0,0
1087,662,1,0.9421,-0.10,8.62,0,0,3.30,2.53,0,1,0,0
1088,661,1,0.9426,-1.34,8.62,0,0,-3.18,-3.26,0,1,0,0
1089,660,1,0.9316,-1.80,8.62,0,0,-0.30,0.86,0,1,0,0
1090,659,1,0.9488,-0.21,8.62,0,0,2.44,-0.54,0,1,0,0
1091,658,1,0.9506,-1.35,8.62,0,0,-2.65,-1.61,0,1,0,0
1092,657,1,0.9218,0.84,8.62,0,0,-3.82,-0.43,0,1,0,0
1093,656,1,0.9320,-1.80,8.62,0,0,-3.99,0.02,0,1,0,0
1094,655,1,0.9312,-1.80,8.62,0,0,-0.64,0.55,1,1,0,0
1095,654,1,0.9443,-2.87,8.62,0,0,-2.73,-1.18,1,1,0,0
1096,653,1,0.9504,0.48,8.62,0,0,0.35,-0.43,1,1,0,0
1097,652,1,0.9415,-1.50,8.62,0,0,-0.59,1.59,1,1,0,0
1098,651,1,0.9518,-4.19,8.62,0,0,4.55,-1.80,1,1,0,0
1099,650,1,0.9199,-3.23,8.62,0,0,-3.04,3.68,0,1,0,0
1100,649,1,0.9380,-1.19,8.62,0,0,2.02,-2.50,0,1,0,0
1101,648,1,0.9280,-1.78,8.62,0,0,-0.23,-1.81,0,1,0,0
1102,647,1,0.9228,-4.19,8.62,0,0,3.57,4.04,0,0,0,0
1103,646,1,0.9129,-3.94,8.62,0,0,0.68,-0.86,0,0,0,0
1104,645,1,0.9280,-0.73,8.62,0,0,0.85,0.05,0,0,0,0
1105,644,1,0.9431,-3.99,8.62,0,0,-2.69,-0.03,0,0,0,0
1106,643,1,0.9278,-1.72,8.62,0,0,-3.23,0.16,0,0,0,0
1107,642,1,0.9286,-2.25,8.62,0,0,4.94,0.52,0,0,0,0
1108,641,1,0.9387,-1.08,8.62,0,0,-4.20,-1.60,0,0,0,0
1109,640,1,0.9285,-0.27,8.62,0,0,3.21,-2.42,0,0,0,0
1110,639,1,0.9088,-3.46,8.62,0,0,1.95,-2.12,0,0,0,0
1111,638,1,0.9618,-3.88,8.62,0,0,2.12,2.39,1,0,0,0
1112,637,1,0.9246,-1.87,8.62,0,0,4.93,-2.52,1,0,0,0
1113,636,1,0.9229,-2.55,8.62,0,0,0.90,-0.14,1,0,0,0
1114,635,1,0.9463,-3.58,8.62,0,0,8.46,0.69,1,0,0,0
1115,634,1,0.9411,-4.17,8.62,0,0,-3.53,-0.99,1,0,0,0
1116,633,1,0.9390,-3.50,8.62,0,0,-0.89,2.96,0,0,0,0
1117,632,1,0.9229,-3.69,8.62,0,0,-1.45,-0.48,0,0,0,0
1118,631,1,0.9316,-3.29,8.62,0,0,-4.13,0.45,0,0,0,0
1119,630,1,0.9331,-4.43,8.62,0,0,2.22,2.91,0,0,0,0
1120,629,1,0.9147,-4.54,8.62,0,0,-2.42,-0.89,0,0,0,0
1121,628,1,0.9571,-3.73,8.62,0,0,2.28,-1.33,0,0,0,0
1122,627,1,0.9431,-5.74,8.62,0,0,1.59,-0.08,0,0,0,0
1123,626,1,0.9365,-3.00,8.62,0,0,0.86,3.61,0,0,0,0
1124,625,1,0.9315,-2.75,8.62,0,0,-3.65,-4.55,0,0,0,0
1125,624,1,0.9332,-4.94,8.62,0,0,4.04,2.37,0,0,0,0
1126,623,1,0.9409,-4.44,8.62,0,0,2.72,-0.94,0,0,0,0
1127,622,1,0.9526,-5.81,8.62,0,0,-1.49,2.31,0,0,0,0
1128,621,1,0.9397,-3.42,8.62,0,0,2.11,0.42,1,1,0,0
1129,620,1,0.9390,-7.24,8.62,0,0,-0.53,-1.05,1,1,0,0
1130,619,1,0.9270,-4.93,8.62,0,0,4.20,-0.08,1,1,0,0
1131,618,1,0.9583,-3.34,8.62,0,0,-4.43,0.57,1,1,0,0
1132,617,1,0.9472,-5.06,8.62,0,0,1.39,1.56,1,1,0,0
1133,616,1,0.9430,-2.33,8.62,0,0,0.50,-3.59,1,1,0,0
1134,615,1,0.9384,-5.26,8.62,0,0,-0.32,0.80,0,1,0,0
1135,614,1,0.9341,-7.55,8.62,0,0,-0.82,3.36,0,1,0,0
1136,613,1,0.9401,-6.79,8.62,0,0,-0.76,-1.30,0,1,0,0
1137,612,1,0.9649,-6.04,8.62,0,0,-5.55,-0.93,0,1,0,0
1138,611,1,0.9502,-4.20,8.62,0,0,-2.80,1.35,0,1,0,0
1139,610,1,0.9618,-3.77,8.62,0,0,1.97,-6.42,0,1,0,0
1140,609,1,0.9624,-6.27,8.62,5,0,1.60,2.24,0,1,0,0
1141,608,1,0.9532,-4.91,8.62,5,0,2.24,0.93,0,1,0,0
1142,607,1,0.9819,-6.26,8.62,5,0,-0.60,1.89,0,1,0,0
1143,606,1,0.9556,-5.66,8.62,5,0,-1.35,-2.92,0,1,0,0
1144,605,1,0.9626,-3.48,8.62,5,0,-3.41,-0.30,0,1,0,0
1145,604,1,0.9637,-7.86,8.62,5,0,1.11,0.12,1,1,0,0
1146,603,1,0.9598,-7.14,8.62,5,0,-2.40,-0.92,1,1,0,0
1147,602,1,0.9774,-6.87,8.62,5,0,-1.62,0.53,1,1,0,0
1148,601,1,0.9631,-5.87,8.62,5,0,-1.78,1.42,1,1,0,0
1149,600,1,0.9647,-4.59,8.62,5,0,1.26,-0.19,1,0,0,0
1150,599,1,0.9741,-8.15,8.62,5,0,-4.24,1.33,1,0,0,0
1151,598,1,0.9693,-5.42,8.62,5,0,3.36,1.80,0,0,0,0
1152,597,1,0.9937,-7.75,8.62,5,0,2.19,1.13,0,0,0,0
1153,596,1,0.9743,-6.33,8.62,5,0,-0.21,-3.67,0,0,0,0
1154,595,1,0.9796,-5.17,8.62,5,0,-6.46,-3.50,0,0,0,0
1155,594,1,0.9796,-6.57,8.62,5,0,2.54,0.79,0,0,0,0
1156,593,1,0.9813,-7.78,8.62,5,0,1.86,-0.72,0,0,0,0
1157,592,1,0.9955,-7.31,8.62,5,0,-0.55,-1.67,0,0,0,0
1158,591,1,0.9846,-6.84,8.62,5,0,0.54,1.93,0,0,0,0
1159,590,1,0.9905,-6.87,8.62,5,0,1.26,1.04,0,0,0,0
1160,589,1,1.0047,-4.85,8.62,5,0,-3.99,0.02,0,0,0,0
1161,588,1,0.9944,-7.06,8.62,5,0,-2.93,-2.12,0,0,0,0
1162,587,1,0.9920,-5.93,8.62,5,0,3.58,1.63,0,0,0,0
1163,586,1,0.9999,-7.42,8.62,5,0,-2.09,0.02,1,0,0,0
1164,585,1,0.9986,-7.87,8.62,5,0,0.27,2.72,1,0,0,0
1165,584,1,0.9966,-6.69,8.62,5,0,-1.31,0.73,1,0,0,0
1166,583,1,1.0046,-6.86,8.62,5,0,0.92,-2.65,1,0,0,0
1167,582,1,0.9993,-8.48,8.62,5,0,-2.72,0.84,1,0,0,0
1168,581,1,0.9879,-6.25,8.62,5,0,0.81,-3.00,0,0,0,0
1169,580,1,1.0181,-7.75,8.62,5,0,-2.74,0.08,0,0,0,0
1170,579,1,0.9952,-5.92,8.62,5,0,-2.50,0.71,0,0,0,0
1171,578,1,1.0153,-9.78,8.62,5,0,3.07,0.37,0,0,0,0
1172,577,1,1.0248,-8.05,8.62,5,0,1.46,-2.97,0,0,0,0
1173,576,1,1.0038,-4.12,8.62,5,0,0.73,-0.67,0,0,0,0
1174,575,1,1.0233,-6.58,8.62,0,0,0.04,1.34,0,0,0,0
1175,574,1,1.0337,-8.45,8.62,0,0,4.11,2.69,0,1,0,0
1176,573,1,1.0198,-7.10,8.62,0,0,3.81,-2.51,0,1,0,0
1177,572,1,1.0409,-7.53,8.62,0,0,2.28,-0.86,0,1,0,0
1178,571,1,1.0421,-8.11,8.62,0,0,-3.90,-1.48,0,1,0,0
1179,570,1,1.0288,-8.32,8.62,0,0,0.47,0.30,0,1,0,0
1180,569,1,1.0420,-6.18,8.62,0,0,0.34,-1.12,1,1,0,0
1181,568,1,1.0328,-8.77,8.62,0,0,-3.71,0.27,1,1,0,0
1182,567,1,1.0319,-6.17,8.62,0,0,1.04,-2.66,1,1,0,0
1183,566,1,1.0252,-7.91,8.62,0,0,-1.75,-1.91,1,1,0,0
1184,565,1,1.0244,-7.51,8.62,0,0,-2.30,-1.39,1,1,0,0
1185,564,1,1.0134,-8.32,8.62,0,0,-0.99,-1.16,0,1,0,0
1186,563,1,1.0313,-7.90,8.62,0,0,0.38,4.41,0,1,0,0
1187,562,1,1.0354,-7.58,8.62,0,0,-0.17,0.92,0,1,0,0
1188,561,1,1.0467,-8.38,8.62,0,0,4.83,5.12,0,1,0,0
1189,560,1,1.0465,-7.30,8.62,0,0,0.64,-3.82,0,1,0,0
1190,559,1,1.0223,-6.66,8.62,0,0,7.97,3.22,0,1,0,0
1191,558,1,1.0596,-8.34,8.62,0,0,4.51,-1.58,0,1,0,0
1192,557,1,1.0657,-6.48,8.62,0,0,-0.20,0.03,0,1,0,0
1193,556,1,1.0445,-6.03,8.62,0,0,-1.88,-2.61,0,1,0,0
1194,555,1,1.0513,-7.74,8.62,0,0,0.22,1.28,0,1,0,0
1195,554,1,1.0495,-5.63,8.62,0,0,1.77,-1.91,0,1,0,0
1196,553,1,1.0357,-6.11,8.62,0,0,-2.44,-1.35,0,0,0,0
1197,552,1,1.0527,-4.19,8.62,0,0,7.43,-3.21,1,0,0,0
1198,551,1,1.0356,-6.74,8.62,0,0,-2.25,1.78,1,0,0,0
1199,550,1,1.0462,-6.41,8.62,0,0,-1.14,-2.53,1,0,0,0
1200,549,1,1.0697,-9.00,8.62,0,0,1.34,-0.57,1,0,0,0
1201,548,1,1.0485,-7.29,8.62,0,0,-1.31,0.15,1,0,0,0
1202,547,1,1.0518,-9.34,8.62,0,0,4.03,0.61,0,0,0,0
1203,546,1,1.0594,-7.28,8.62,0,0,-0.34,1.42,0,0,0,0
1204,545,1,1.0719,-7.84,8.62,0,0,-0.63,2.11,0,0,0,0
1205,544,1,1.0622,-6.89,8.62,0,0,1.05,-0.53,0,0,0,0
1206,543,1,1.0668,-6.04,8.62,0,0,1.18,-3.50,0,0,0,0
1207,542,1,1.0718,-7.06,8.62,0,0,4.01,0.54,0,0,0,0
1208,541,1,1.0839,-8.01,8.62,0,0,2.98,1.78,0,0,0,0
1209,540,1,1.0785,-6.30,8.62,0,0,0.07,-3.61,0,0,0,0
1210,539,1,1.0659,-8.78,8.62,0,0,1.86,-3.50,0,0,0,0
1211,538,1,1.0702,-8.78,8.62,0,0,0.05,5.96,0,0,0,0
1212,537,1,1.0697,-9.09,8.62,0,0,1.10,-1.82,0,0,0,0
1213,536,1,1.0766,-7.76,8.62,0,0,-0.55,1.68,0,0,0,0
1214,535,1,1.0714,-6.52,8.62,0,0,1.80,0.22,1,0,0,0
1215,534,1,1.0685,-5.81,8.62,0,0,0.86,-0.18,1,0,0,0
1216,533,1,1.0768,-7.47,8.62,0,0,-0.27,-0.39,1,0,0,0
1217,532,1,1.0417,-8.18,8.62,0,0,4.51,0.38,1,0,0,0
1218,531,1,1.0697,-6.32,8.62,0,0,3.55,0.25,1,0,0,0
1219,530,1,1.0441,-7.18,8.62,0,0,2.06,-0.69,0,0,0,0
1220,529,1,1.0582,-4.24,8.62,0,0,-0.92,-2.38,0,0,0,0
1221,528,1,1.0608,-7.28,8.62,0,0,0.81,-1.23,0,0,0,0
1222,527,1,1.0586,-7.53,8.62,0,0,1.75,-1.65,0,1,0,0
1223,526,1,1.0556,-7.54,8.62,0,0,-0.41,-2.38,0,1,0,0
1224,525,1,1.0650,-6.72,8.62,0,0,-1.61,1.55,0,1,0,0
1225,524,1,1.0726,-6.30,8.62,0,0,0.45,2.53,0,1,0,0
1226,523,1,1.0662,-6.08,8.62,0,0,-2.06,-2.60,0,1,0,0
1227,522,1,1.0702,-8.12,8.62,0,0,-1.21,1.53,0,1,0,0
1228,521,1,1.0537,-9.78,8.62,0,0,-1.82,1.67,0,1,0,0
1229,520,1,1.0602,-8.32,8.62,0,0,-1.36,-0.67,0,1,0,0
1230,519,1,1.0683,-8.08,8.62,0,0,-1.14,-3.15,0,1,0,0
1231,518,1,1.0735,-8.63,8.62,0,0,2.13,1.30,1,1,0,0
1232,517,1,1.0592,-5.52,8.62,0,0,-2.08,0.08,1,1,0,0
1233,516,1,1.0558,-5.78,8.62,0,0,-4.87,-4.79,1,1,0,0
1234,515,1,1.0504,-6.66,8.62,0,0,-2.78,0.96,1,1,0,0
1235,514,1,1.0716,-6.17,8.62,5,0,0.48,1.37,1,1,0,0
1236,513,1,1.0572,-7.44,8.62,5,0,4.98,1.72,0,1,0,0
1237,512,1,1.0521,-6.27,8.62,5,0,-3.02,2.20,0,1,0,0
